review,sentiment
"Rigoletto is Verdi's masterpiece, full of drama, emotion and powerful, memorable music. The maestro must have rolled in his grave when this bawdy travesty of his work was released with its needless frontal nudity and cheap copulating and its portrayal of the naive but principalled Gilda as a horny ditz. Opera certainly can be adapted to cinema --- look at Zeferelli's magnificent La Traviata --- but when a work is as superb as Rigoletto, it doesn't need cheap gimmicks. It might even have been acceptable if the dubbed in music had been good but it is a mediocre rendering of the libretto with second rate sound quality at that.",negative
"We watched this in my Women's Health Issues class to point out how women are treated inferior to men in many societies, and I absolutely loved this movie. I plan on trying to get a copy of it myself to watch. The story is very touching and I would recommend it to anyone. I am a fan of different cultures and this movie was just what I needed. This is a movie for the whole family despite its rating. This is a movie I will show to my children. The professor of our class meant for the movie to primarily be a too to educate about women, but this movie was more than that. It is one of those movies that will forever stick out in my mind and will be a favorite.",positive
"First off, I would like to make it clear that I voluntarily subject myself to the viewing of terrible movies. I have seen what I thought were the worst of the worst. In my mind, movies could not get any worse than the likes of D.E.B.S., Leprechaun 6: Back 2 Tha Hood, and Terror Storm. Until I saw this movie.<br /><br />The Pirate Movie, without any exaggeration, is the WORST MOVIE IN THE WORLD. I was informed prior to watching that the movie was, indeed, awful, but I did not believe the allegations. Believe me when I tell you that this movie is simply an abomination to film.<br /><br />It starts out with a 3 minute clip of a boat of pirates apparently in the middle of a battle with themselves. ""The End"" splashes across the screen. Unfortunately, it is not the actual end of the movie. The movie is about an unpopular, awkwardly nerdy girl named Mabel, who carries around a ghetto blaster and is attracted to ambiguously homosexual pirate boys. She drowns and has a overly drawn out hallucination in which she stars as a scantily dressed skank who falls in love with Frederic, who happens to have just crawled out of the ocean. He might actually be homosexual. The Pirate King has a ruby and diamond studded codpiece. It honks and squeaks when he squeezes it.<br /><br />There is singing in this movie. You might have the impression that this is a hilarious musical. It isn't. Trust me. They are the worst songs that you've ever heard, and by the end of the first original tune you will be searching for objects to pierce your eardrums with.<br /><br />There are ""references"" to other movies in here. By references, of course, I mean ""obvious rip-offs."" The inclusion of Indiana Jones, Inspector Clouseau, and the lightsaber were, in fact, anti-hilarious.<br /><br />The dialogue is, in its better moments, painful to hear. The direction is flat out awful, and at one point you can see the stunt pad in the scene, which isn't very well hidden at all.<br /><br />In conclusion, if there is even the shadow of curiosity in your mind about this movie, get rid of it. There are times when people want to see how bad something really is, but this movie is not worth it. Put it completely out of your mind and never think about it again. If you cherish your mental capacity then I beg of you, NEVER EVER WATCH THIS MOVIE.",negative
"WARNING: MAY contain some minor spoilers.<br /><br />Hard to say anything bad about this movie, except for one thing.<br /><br />YOU DON'T GET TO SEE IT MUCH ANYMORE !!!! Then again, maybe that's because you have to be home in the morning or at 3 am to catch it the Fox Movie channel.<br /><br />Too bad, for this is another gem lost to time, Clifton Webb takes his patented sour, know-it-all demeanor he had perfected as Lynn Belvedere (""Sitting Pretty"" and sequels), and turns 'Nature Boy'.<br /><br />Actually, it's like this.<br /><br />Webb plays Robert Jordan the host of a Sunday children's educational program that is losing audience share, and the network breaks it to him that he needs to do something about it, or else.<br /><br />Part of the problem may be due to the fact that the married host has no children.<br /><br />BUMMER !!! But as such things happen, the local church pastor needs a leader for an unruly troop of Boy Scouts, and finds a willing victim ... ahhhh 'VOLUNTEER' ... in the host, so Jordan he takes the position.<br /><br />Problem solved, RIGHT ???<br /><br />WRONG !!! This being a movie there are other problems.<br /><br />For example, it turns out one of the Scouts is the son of his boss at the TV station, which causes a little friction; especially since the kid is overweight, has asthma as well as an attitude.<br /><br />And he is the more reasonable one.<br /><br />Also, there is this Cub Scout, Mike (George Winslow) who wants to hang around, being the 'stray puppy' type.<br /><br />As it turns out, the reason is that he has no folks of his own, but is cared for by a relative who hasn't much time for him.<br /><br />It is things like this that makes his job harder than expected. <br /><br />All in all, Webb becomes more understanding of kids, and not only saves his show but learns a rewarding lesson, and eventually even adopts Mike.<br /><br />Still a great movie after all these years.",positive
"First time I saw this great movie and Alyssa, my star*, playing Frances Ella Fitz, was so great in this movie! It was just so real and her little dog so cute! I saw it the first time when I was like 11 years old and it was the best movie i had ever seen, and you know what? I still think so! 10/10 ********** = greatest ever!",positive
"A pretentious but - to varying degrees - watchable collection of mostly pointless ""stories"".<br /><br />But let's start from the top.<br /><br />Kaurismaki: If one ever wondered what Finnish love/romance was like, perhaps this dull little oddity is some indication. Subdued feelings, non-emotions, apathetic faces and a very depressing prospect of moving from Finland to Siberia! I guess the sequel to this story will be ""For Our Honeymoon We Move From Siberia to Greenland"". Aki obviously had no clue what to write for this little movie, so he just made up some half-assed non-""story"" centering around a band he particularly likes (or maybe they're his friends) because we get to watch them and listen to their music more than the two principal characters.<br /><br />Erice: First off, I've never heard of this guy before  and now I know why. Nice black&white photography and pretty much nothing else - unless being bored silly can be considered an asset. But you'd be surprised how many movie-critics and film students love boredom in movies so I hotly recommend Erice's 10-minute snooze-fest to those two groups of humanoids.<br /><br />Herzog: Not a movie but probably a slice out of his documentaries about tribes in South America. This isn't a short film but a report, but considering how dull the first two entries were, Herzog's bit is almost refreshing and does have some interesting moments, and if nothing else fits into the movie's pretentious ""time"" concept very neatly.<br /><br />Jarmusch: As was to be almost expected, this once-interesting film-maker (with the brain of a peanut; a talented idiot savant) serves us yet another doze of pointlessness. He has become lazy and can't be bothered to write anything interesting, either for his own movies or a collection such as TMO. The only bright side in watching how a dumb veggie actress spends 10 minutes in a trailer is that she is played by the lovely Chloe Sevigny. Otherwise, skip this nonsense. Oh, and btw: I don't believe that any young actress listens to classical music; was Jarmusch trying to be surreal by making Chloe listen to that kind of music? Does Lindsey Lohan perhaps listen to opera? Maybe Drew Barrymore is a jazz fan? Who am I to say they aren't?!<br /><br />Jim Jarmusch is a moron. Oh, right... I already mentioned that...<br /><br />Wenders: Here is the actual shock of the whole movie: Wenders can actually make something good!!!!!? Everything else I've seen from this overrated charlatan has so far been dull and pointless. However, this short little story is done with style(!  atypical) and is the best part of the movie. It leaves one wanting to see more of it, even though the story has a resolution.<br /><br />Spike Lee: Oh, dear Lord What can I say here? Lee makes anyone seem talented by comparison. Like Herzog, he chooses not a story but submits a report  and a left-wing political propaganda report at that! CNN, but in black and white, and one-sided, of course. Naturally, ""We Wuz Robbed"", the retarded title of this little sleep-inducer, is about how the poor, gullible and infinitely idealistic Democrats WUZ ROBBED by Bush and his EVIL EVIL team of THIEVES. This is by far the dumbest and dullest entry in this movie, and I had to utilize the fast-forward button so as not to doze off. Spike Lee truly is a product of Affirmative Action. God knows how many really talented (black) directors never had a chance to make movies because this pretentious and talentless little runt keeps getting opportunity after opportunity to make them. And he gets it wrong EVERY TIME! Now that does take some kind of talent, right? <br /><br />Kaige: The Chinese story has a solid premise. It's okay, nothing more.<br /><br />All in all, there are many and far better movies to spend your time on, but if your time isn't that valuable (as is apparently the case with my own) you can check this little film out.<br /><br />""Ten minutes sure can be an eternity in the hands of anti-masters of cinema. Time is precious. Waste it on better movies."" - Fedor Miklowitz, 1588",negative
"OK, Anatomie is not a reinvention of the Horrormovie-Genre, but nevertheless it is well done. Good actors (Potente and Führmann at first) and some nice ideas made me happy. Maybe i would have been not so positive if this wasn´t a german movie, but who cares. It is good to see familiar faces in a good, thrilling story, with some gore and some good jokes in it. All of you complaining about the dubbing: i didn´t see a dubbed version (of course) but i believe that it is not easy for you to watch dubbed movies. We (Germans) are used to watch movies like that, so it´s not a big problem. But try to watch in german with subtitles. The actors are really good!",positive
"I seldom see a film with such a cast, such a potentially strong story and based on a bestselling book that has been this weak and to some extent unwatchable... <br /><br />The premise of a story reads like a Brent Easton Ellis novel - a lot of drugs, hopelessness and self-induced tragedy as a young Elisabeth Wurtzel (played by Christina Ricci) tries to cope with being a suicidal loser, that can't seem to accept that she is actually living a good life and that basically she is pathetic for being such a baby... <br /><br />Christina Ricci is not only playing a tragic personae, but also a tragic actor, whose sobbing and screeching for the most part of the movie actually make you want to shout - kill yourself already and let us get to the credits rolling... The director is of no help as he supplies absolutely no pace and the story feels so disjointed you have no idea what this damn girl is actually on about. The director apparently was on Prozac when directing this imitation of a movie and hence let the movie go on autopilot making it an unbearable mess.<br /><br />The only redeeming features are a sympathetic Jason Biggs, as Wurtzel's boyfriend (who thankfully decided to dump the self-indulgent egocentric egomaniac) and an unbelievably good Jessica Lange as the cry-babies mother. Lange apparently can not be brought down by terrible script, directing and dire co-actors. Pure class.<br /><br />I don't know if this is really who Wurtzel is or was, but the film has successfully made me totally uninterested in her writings.<br /><br />In the end I finished watching this movie and instantly started to think: OK. Time to watch something, that actually is about REAL problems...",negative
"This Santa movie starts off strange and I think Santa might be a pedo. Instead of the usual elf toy makers, this Santa has apparently kidnapped kids from all across the globe and makes them sing a bit like characters from ""It's a Small World""! I guess there are no child labor laws on the weird astral plane on which he lives (it's apparently NOT the North Pole and not on Earth)!! None of these kids seem very happy and I kept wanting to see commandos break in and rescue the tykes, though I guess for some of the third world kids, these working conditions were perhaps an improvement over local sweatshops. I sure hope that all they do is sing and make toys.<br /><br />Then, the scene abruptly changes to Hell where lots and lots of demons dance about like they are in a Busby Berkeley musical. This fun in put to a stop by Satan who orders one of them, Pitch, to go to Earth to ruin Christmas!! Personally, I thought this movie already did that! The Devil and his imps are actually kind of cute--like Hot Stuff from the Harvey Comics but with cool evil goatees! Or, if you are Puerto Rican, like a vejigante mask with a goatee! <br /><br />Somehow a poverty-stricken Mexican kid named Lupita, a group of jerky kids who want to mug Santa and some rich kid are key battlegrounds for the Devil and Santa!! So, if the Prince of Darkness (not Donald Trump, it's the OTHER Prince of Darkness) can somehow make her steal and be bad, he'll 'win'--what, we don't really know! In fact, as they root her on, you get the impression that the film makers intend Santa to be Jesus--as he has all these great powers AND fights the Devil over kids' souls! Later, Santa meets with his friend, Merlin. He asks him to make him a special powder that makes people dream nice dreams. Considering how much Santa laughs in the film (like a demented chipmunk), I assume he must use this drug A LOT! He immediately goes to see a blacksmith who makes him a magic key that opens ALL doors. Considering he keeps kids as his personal 'assistants', this magic key thing worries me immensely! During Santa's Christmas Eve ride, you see Lupita behave like a little angel--one problem down. Santa then takes time out now to take care of the rich kid whose parents are selfish jerks. He gives them some sort of crazy cocktail which magically solves their problems--two problems solved. This is a rare case where alcohol/drugs HELP kids and solves problems! And as for the little muggers, he gives them coal! Frustrated with his losses to Santa, Pitch then tries to steal the sleigh (which is pulled by creepy animatronic deer). When this fails, he destroys Santa's stash of 'magic powder'! As a result, Santa can't become invisible to avoid dogs and gets treed. Uh, oh...how can Santa take a detour to the Betty Ford Clinic if he's stuck up a tree?! Will St. Nick get down from the tree and get the monkey off his back or will the devils win? If you care, tune in and see. However, be warned that the film is bat-crap crazy! <br /><br />Technically speaking, the film is yecchy. While it is in color, it's really gaudy. The music is mostly done on an organ--which, along with bad singing from the kids, produces perhaps the worst soundtrack I've heard in recent memory. And the story is just incomprehensible and very, very, very creepy. Devils and a Santa that kidnaps kids is just plain creep-tastic. It's a film you should NEVER show to kids but makes a great film to watch with friends so you can laugh at it from start to finish!",negative
"This would have to be one of the funniest TV sitcoms to come out of the States since the demise of ""Everybody Loves Raymond"". Warburton is always hilarious, and in this complements the rest of the ensemble cast to perfection. David Spade continues to tickle my funny bone enormously with his quite unique delivery of his lines. After having raved over the British series, ""Coupling"" I can see from just where the creators of ""Rules of Engagement"" got their original idea, but this is not intended as being a ""brickbat"" - the absolutely brilliant dialogue and the way in which it is conveyed set this particular series completely apart. But it takes more than a competent cast to bring success to a new series, particularly in the very difficult field of comedy. Having been a part of a professional TV comedy writing team for the best part of 7 years in Australia, I can appreciate particularly, the role of director and the perceptional and creative talent of the camera crew. One of the few grievances I have with the series is the very obviously ""canned"" laughter. Surely a live audience could have been used in the shooting of the series.",positive
"i expected it to be good, after i'd seen some other ozon's superb moments, and read much about it... but this movie is brilliant - clever, very bright (emotionally and visionally), perfect in all moments. every movement is there for a reason, everything fits so closely and primordially true and honest. this is the movie about the beauty and innocence; about it's simplicity.",positive
"This is probably Karisma at her best, apart from Zubeidaa. Nana Patekar also gives out his best, without even trying. The story is very good at times but by the end seems to drag, especially when Shahrukh comes in the picture. What really made me like it were the performances of the leads, the dialog delivery, as well as the story, for what it was. It could've been directed better, and edited. The supporting case was even great, including Karima's mother in law, even though she just had one shining moment, it was great to watch her.<br /><br />The sets were also pretty good. I didn't really like their portrayal of a Canadian family, but once they step in India, it's as real as it gets.<br /><br />Overall, I would give it a thumbs up!",positive
"Recently, I had opportunity to view a working print in Kansas City (Olathe, KS.) of this title. It is difficult for me, being a lover of the art as I am, to report the following, but, the truth sometimes hurts, and quite frankly after sitting through this tripe (I'm using the slang definition here - worthless statements or writing) for an hour and a half, I feel obligated to share (WARN) any interested parties. Let's begin at the beginning, a good place to start as always. The first 15 minutes are not really that bad, a couple of laughs, and decent development, but then it is downhill from there. This is the story of a woman, in her mid thirties, that (as the writer would like for you to believe) is dissatisfied with her life and unfulfilled. The first major difficulty occurs when if you don't know that fact going into the movie, you won't know it when she suddenly risks it all for, in my opinion, a very unkempt and unlikely fling with a local salesman. There is little development (drastically insufficient development) to justify her actions for the affair she has, and when it occurs, one feels, as I did, that she is just of low moral character. The word ""slut"" comes to mind, hopefully, they'll let that pass the review and post the comment. This, in my opinion, is the first fatal flaw of the film. If you're married or have ever been in love, irregardless of whether you are male or female, its going to turn you off. Quite frankly, I feel that it would have made a much better ""blue movie"" - that's the level in my opinion of which the screenplay is deserving. The second fatal flaw is the casting, Diane Lane just didn't work for me here, and Viggo Mortensen is not the right man for the job, believe me. The only saving grace to the entire film is Anna Paquin, the depth of her ability as a fine actress shines in places, conveying a subtle yet very blunt (I apologize for the dichotomy but it is accurate) portrayal of an emerging teen. Bravo, well done. I'm not going to give the ending away, but I was disappointed, being billed as a slice of life romance is one thing... but an ending like that.... Well, if that teased you enough to see this picture, don't say I didn't warn you, but you better look fast - if this celluloid is released, I doubt it goes four weeks before bursting into flames. I'd say wait for the video, but the free sex education tapes at most video rental outlets have more entertainment value. Hmmm, Dustin Hoffman produced this, you think he'd learn after Ishtar. This film once carried the working title ""Blouse Man"" and should have been left on the rack. If you've never in your life wanted to walk out on a film, give this one 35-40 minutes, the only thing worth staying for is Anna Paquin, if you can stomach the fact that you'll find your mind drifting to whether or not you took out the garbage before you left home, which is probably where you should have stayed in the first place if you're off to the movies to see this one. That's my two cents, for what it is worth.",negative
"I must admit, I was against this movie from the outset but I tried my hardest to be impartial, I really did, but the very idea of remaking a sophisticated, witty, entertaining, quirky British classic full of character has to be dubious from the outset.<br /><br />People in my house were watching this so I swallowed my pride and told myself to be professional about films (I have studied them at Uni after all).<br /><br />As expected for an American film of this sort, the movie began with a chase which wasn't bad. Indeed, many of the action sequences are credible and this alone lifts the mark.<br /><br />Yet the characterisation was abysmal, the set-pieces could very easily have been spliced from any American schlock blockbuster you might have had the misfortune to watch and it lacked all character.<br /><br />Seeming to take a skewed angle on the original film with a failed initial robbery, the US version does the predictable thing and introduces an emotional factor with the death of Donald Sutherland's character. This allows our US cousins plenty of opportunity for sycophantic, dewy-eyed vengeance-seeking against the 'evil-doers' which it milks to predictable excesses. This is never more so evident as in the scenes featuring Charlize Theron (oh pretty! oh so pretty! Look at her pretty, wounded Bambi eyes, everyone!) which were thoroughly nauseating. Her entrance scene, particularly, was like something out of Resident Evil or Tomb Raider which were both a) more entertaining and b) had better beginnings because they couldn't mess up a game like they could with British cinema which was already chock-full of spark, people you genuinely feel something for and moments of inspiration. But I digress, the whole inclusion of a pretty girl for the sake of it just seems like the most ham-fisted manoeuvre I've seen in some time and exposes cynical Hollywood blockbuster-lust for what it is.<br /><br />If you like any of these actors, by the way, and you agree with any of the above comments, DO NOT GO TO SEE THIS FILM! If I had the opportunity of watching 'Fight Club' or 'American History X' after seeing Ed Norton in this, I would have declined. Likewise Jason Statham with 'Lock Stock' (and I suppose 'The Transporter' is okay if you like that sort of thing).<br /><br />Sadly, all the set-pieces are designed in the most transparent possible way to get you thinking, 'Wow! He's smart!', 'Coo! He's cool!', 'Hey! What a tough guy!'. Then there's the 'funny PC guy' who has 'comic relief' splattered across his forehead but whose humour content can be anticipated two minutes in advance. To be honest, if you've seen one or two films like it, you might easily confuse the two as clones from the Jerry Bruckheimer stable. Not that Jerry is irredeemably awful, by the way, but he just uses the clichés to excess as everyone knows (or should).<br /><br />This is where I have to come clean. I didn't manage to make it to the end, so I couldn't even say whether the brilliant ending in the Michael Caine version made it but, I'm sorry, it's just one of those extremely rare films that, if I'd seen it at a cinema, I would have walked out and staged a small protest outside. It's not just that it is another identical by-the-numbers Ocean's 14 or something (Ocean's Eleven was fine but don't bother with the rest!) with all the glitz, glamour, fake sass and pantomime heroics of such a film but I couldn't recognise anything from the original at all.<br /><br />So, if you are expecting 'THE Italian JOB' and not 'OCEAN'S 14' albeit badly written with a less established cast and characters, some disingenuous elements and cardboard cut-out script-writing then DO NOT WATCH! I don't mind people liking a bit of mindless fun but this is a criminal hatchet-job that does not deserve in any way to parade itself under the title of a classic. Seriously, show some pride! I felt thoroughly justified in my outraged and sickened reaction when I first heard that the film would be made. Avoid at all costs!<br /><br />P.S. Some of the action sequences aren't bad at all so add an extra '1' to the mark if you like this sort of thing.",negative
"What starts out as a passable movie degenerates into one of the most incoherent, UNscary, incompetently made, stupid attempted horror films of recent years.<br /><br />Absolutely terrible. It's such a derivative mess ripping off every decent fright flick you can think of without successfully producing a single scare. Whether it's copying the recent trend with creepy kids or ghosts walking past the camera or the old school horror of Fulci's Gates of Hell.<br /><br />The worst thing is there's not even a cat jumping out of a cupboard to make you jump. To be avoided.",negative
"Spoilers ahead.<br /><br />2001: a Space Odyssey is without a doubt the most challenging and successful film by the late Stanley Kubrick. This is not a film that you watch in order to be entertained or amused. Instead it provides you with a banquet of food for thought, images that linger in the mind's eye long after the movie itself is over. It is a film that you could meditate on.<br /><br /> The film intentionally offers us more questions then it can answer, it is made to puzzle and mystify, but leaves the viewer nevertheless with a sense of awe and reverence (that is allowing that he has engaged himself in the process of viewing it, enjoyment of this film requires some effort on the viewers part) the questions that it does pose are large and ominous, concerning the genesis and destiny of the human race, it's ultimate place in the cosmic design and the existence or lack of some creative intelligence behind the structure of the universe itself.<br /><br /> The first of the films Four Quartets gives us a distinct view of the species past. We see our distant ancestors, half-ape half human, in a state of near starvation. The climate has destroyed most of the plant life and the vegetarian beasts are near starvation. An extra-terestial object, a perfectly smooth and angular black monolith, appears and the animals are simultaneously inspired by it's presence to tool-making and violence. They are transformed overnight into carnevores, and when two tribes encounter each other near a water source, the tribe that has developed tool making capacity, as well as beligerence, soundly destroys the neighboring tribe. The new chief of the winning tribe, empowered by the first vestiges of technology triumphantly throws the bone that he used as a weapon in the air. We see the bone transformed into a floating satellite, which contains nuclear weapons. We soon learn that the world is torn apart by nuclear paranoia. The characteristics inspired by the monument's appearance that once helped us to survive now threaten our very existence.<br /><br /> Once again humanity is in crisis, once again the unearthly presence represented by the black monolith will step in to aid humanity in the next step in it's development. On an exploration of the Moon a monolith identical to the earlier one we have seen is discovered. The governments of the world, normally mortal enemies, have come together in secret to discuss the implications. A mission is arranged. the monument has been engaged in some kind of radio communication with Jupiter. A few men will travel to the destination of the transmission. Most of them will, for most of the time, be kept in a state of suspended animation. The pilot of the spacecraft will be HAL a super computer who has been programmed to imitate all of the traits of human beings.<br /><br /> The film has many outstanding sequences. As usual for Kubrick the use of classical music is outstanding. Most memorable are ""Blue Danube"" and ""Also Spake Zarathustra"" (particularly appropriate given the film's theme of transcending ordinary consciousness.) The cinematography is particularly excellent as well, after a single viewing the film's final 30 minutes will haunt you for the rest of your life.<br /><br /> The character of HAL is the most important from the view of the film's central thesis. In imitating all the characteristics of human beings he comes to have their negative traits as well. The paranoia he develops which almost leads to the mission' s ruin is an exact mirror of the paranoia that has allowed the political situation back on earth to reach a point of desperate crisis. The film suggests that these are the traits that we must leave behind if we are to proceed to the next phase in our evolution.<br /><br /> The architecture of the film is also meaningful. The designs of many of the spacecraft are intended to suggest reproductive organs and the process of birth and rebirth, the central motif of the movie. The ending of 2001 is the most spectacular and triumphant ever filmed.<br /><br /> This movie takes a view of life similar to that presented in the poetry of William Butler Yeats and James Joyce's novel Finnegan's Wake. It posits a pattern to history and human evolution that is cyclic, yet progressive, repeating the same events at large intervals, yet with the human race as developing according to the will of a being with a larger purpose in mind. Though we never learn what this purpose is, the film assures us that the human race is not meant for failure, it's destiny is grand beyond it's capacity to imagine. It continues to amaze me that in spite of this film many people continue to regard Kubrick as a misanthrope.<br /><br /> This is a religious film, not in the conventional sense of adhering to any specific creed, but because of it's invocation of wonder at the vast panorama of existence and it's involvement with the deepest and most vital questions of purpose and truth. <br /><br /> In the hands of any other director, this would all be perhaps a little too much. Hollywood's view of life is too puny, usually to encompass the grandeur and intensity of a vision such as this one. But Kubrick was a visionary, he directs with utter confidence, not only that he can handle material of this kind, but that he is the only one to do it. The process of making this film used all of his creative resources. The writing partnership with Arthur C Clarke is the most fruitful in cinematic history. Kubrick had to invent some of the special effects that were used in the movie's astounding climax. The resources to bring his vision to life did not exist at the time, so he brought them into existence.<br /><br /> 2001 is a absolutely unique movie experience. Those who miss out on it do so at the detriment of their own intellectual and imaginative capacities.",positive
"This is hands down the worst movie I can ever remember watching. Everything was unbelievably cliché and retarded. The acting was horrible too. The camera work wasn't bad but that still couldn't redeem it. The writer/director of this film must suffer from down's syndrome if he believed this movie would help his career. I want the hour and a half of my life back that I wasted watching this crap. I would rather watch a video of the grass growing than this. I cant believe IMDb is making me write 10 lines in order to post this but I feel that this movie is so bad that I must continue to warn others about it. The reason I came about this movie is that my girlfriend requested it from the local library thinking that it was the Kris Kristoferson movie which ended up being entitled ""Disappearances"". I don't know whose fault it was for this garbage ending up in my DVD player but I feel that someone owes me at least $20 for my time, pain and suffering. In conclusion, the director/writer of this movie better hope i ever recognize him on the street.",negative
"I've read one comment which labeled this film ""trash"" and ""a waste<br /><br />of time."" I think this person got their political undies tugged a bit<br /><br />too much.<br /><br />I just rented the new Criterion DVD's of both Yellow and Blue.<br /><br />These films--although hardly great--have at least become of<br /><br />historical interest as to the so-called ""radical student<br /><br />political-social movement""of the late '60s.<br /><br />I hadn't seen either picture and from their notorious reputation, I<br /><br />was expecting some real porn (there isn't any.) There is frontal<br /><br />nudity (including the still verboten frontal male nudity (automatic<br /><br />NC-17--the Orwellian-X) in the U.S. But I wasn't expecting the films<br /><br />in-your-face democratic socialist message.<br /><br /> Though it tends to the simplistic , I thought it occassionally made<br /><br />its points well. Both films occassionally had me laughing out loud<br /><br />and the director's commentary made it clear there was plenty of<br /><br />parody in the film. Especially the supposedly ""pornographic"" sex<br /><br />scenes. The first such scene is very realistic. The lead couple is<br /><br />clumsy, inept, funny and endearing in their first copulation scene.<br /><br />The second--which caused the most complaints--has faked<br /><br />cunnilingus and fellatio. And the last is the end of an angry fight,<br /><br />that is believable.<br /><br />The extras include an informative introduction to the film, an<br /><br />interview with the original American distributor and his attorney,<br /><br />excerpts from trial testimony in the U.S. and a ""diary"" commentary<br /><br />by the director on some scenes.<br /><br />This is the film that ""blue noses"" wouldn't let alone and led to the<br /><br />pivotal ""prurient interest with no social redeeming value"" standard<br /><br />that, thankfully, still stands.<br /><br />Those with an interest in the quirks of history will find this a must<br /><br />see.",positive
"A big disappointment for what was touted as an incredible film. Incredibly bad. Very pretentious. It would be nice if just once someone would create a high profile role for a young woman that was not a prostitute. <br /><br />We don't really learn anything about this character, except that he seems to be a hopeless alcoholic. We don't know why. Nicholas Cage turns in an excellent performance as usual, but I feel that this role and this script let him down. And how, after not being able to perform for the whole film, can he have an erection on his deathbed? Really terrible and I felt like I needed a bath.",negative
"""Tart"" is a pathetic attempt at film making which wanders around and among a bunch of Manhattan teens exploring all the usual teen preppie stuff...sex, drugs, and classical music almost completely without story, focus, or purpose. Griffith is in the film for about 2 minutes while Swain dutifully works her way through another in her long list of dog flicks. Nothing in this films works and Wayne should consider getting a real job. Not recommended for anyone. PU! Ugh! (D)",negative
"This is a thoughtful film that lays bare the inequities of the so-called upper class and those who work for them, the haves and have-nots. Robert Shaw does a creditable job in his role as the obliging, correct chauffeur, Steven Ledbetter, who helps Lady Franklin (Sarah Miles) overcome her mental depression at the outset. However, Steven has many mixed feelings regarding this lady of the upper class. He inevitably falls in love with her, which of course is overstepping the societal boundaries that separate them.<br /><br />I have not read anything prior to this and only judge the movie as I have seen it. I consider it a very honest story about the realities of daily living and the conflict of what we might wish or expect from life and what we get. It's a fine drama worth seeing again.",positive
"Sorry to repeat myself over and over, but here's another great Columbo episode. I guess that's why I'm such a fan - most episodes really are great! The best episodes always have a standout feature of some sort, and in this case the murderer and his accomplice are possibly the youngest ever Columbo villains.<br /><br />After watching a lot of episodes where Columbo and his adversary act like close friends, it's good to see an episode where tempers fray and bad feelings rise to the surface. It just gives an episode a bit more drama and bite. Columbo is rapidly onto the fact that the two students who claim to be helping him are not very secretly laughing at him and feeding him false clues. He happily plays along, deliberately turning up the bumbling in front of them to make them underestimate him! But of course he knows instantly when they are talking baloney.<br /><br />The murder itself is another complicated one, along the lines of The Bye Bye Sky High IQ episode, with a sophisticated chain reaction of events that manages to kill the intended target while providing the assassins with a seemingly watertight alibi. In the intervening years between 1978 and 1990, the technology has moved on from record players and firecrackers to remote control car locking systems and hidden cameras.<br /><br />Stephen Caffrey puts in a great performance as Justin Rowe, the obnoxious, spoilt student. Gary Hershberger is low-key but good as his ""yes-man"" friend Cooper Redman. And it's nice to see Robert Culp as Mr Rowe, Justin's dad.<br /><br />A very satisfying episode in all ways.",positive
"The cover case and the premise that write there is so promising. As slasher maniac I expect much from this. But, what the heck is going on. The movie is awful. The direction, the plot, the suspense and the act of the casts is so amateurish. I even thought that they are using a home video camera to shot it. Lucky that it still manage to deliver some good moments to me that make me have to like it. Thanks for the bad package of so-called ""Camp Blood"".<br /><br />1/10",negative
"I wanted to like this movie, but many elements ruined it for me. The use of a fisheye lens throughout and choppy editing did not give me a sense of being in the world of the meth head, but it did make me think I was watching MTV for a few short moments. The movie never did seem to go anywhere and the acting was truly an excellent example of over acting. I love movies that give us a glimpse into the seedy underworld, but this film couldn't decide if it was a bad horror film or an even worse serious commentary on the horrors of addiction.",negative
"I am going to keep this short.This ""adaption"" of the wonderful King book is a bad joke and nothing more.Of course there are many Kubrick and Nickolson fans in this site and,as a result,this movie has mysteriously find its way in the top-250.<br /><br />Jack Nicholson is laughable as Torrance and so is Shelley Duvall.The story,that has nothing to do with the book,is an incoherent mess and the characters of Jack and Wendy Torrance are complete jokes.<br /><br />My advice to anyone that hasn't read the book and wants to understand the characters of this story:stick to the TV series ....<br /><br />Oh ,and the people who are saying that Kubrick had every right to destroy the King story cause King is...not a good writer should stick to reviewing ""masterpieces"" like ""eyes wide shut"".",negative
